lng,lat
-77.049847,-12.006481
-77.036957,-11.925895
0.000000,0.000000
-77.030214,-12.043667
-77.030214,-12.043667
-77.086616,-12.035851
-77.082361,-12.034869
-70.277015,-15.053842
-77.067007,-12.049935
-70.936272,-17.193502
-77.019074,-11.988305
-77.039235,-12.058020
-77.004397,-12.027553
-77.090324,-12.029691
-77.079283,-12.054305
-77.024987,-12.044670
-77.007318,-12.041178
-77.049847,-12.006481
-77.269996,-11.562770
-76.986981,-12.078796
-70.936272,-17.193502
-77.035116,-12.045693
-70.936272,-17.193502
-77.063275,-12.046820
-77.062377,-12.052695
-77.049847,-12.006481
-76.955795,-12.019743
-75.793358,-12.892513
-77.066593,-12.042062
-77.049847,-12.006481
-77.086616,-12.035851
-77.024602,-12.058249
-77.035116,-12.045693
-76.967610,-11.913114
-77.616083,-11.129197
-77.096267,-12.078804
-77.082406,-12.079003
-77.094966,-12.068079
-77.105610,-12.076906
-77.102926,-12.076407
-73.202969,-3.632168
-74.596482,-8.307262
-77.082132,-12.027106
0.000000,0.000000
-76.963483,-12.031730
0.000000,0.000000
0.000000,0.000000
-78.896390,-6.237499
-77.096267,-12.078804
-77.100749,-12.065663
-77.094274,-12.073672
0.000000,0.000000
-77.103284,-12.080947
-77.085155,-12.076025
0.000000,0.000000
-77.082477,-12.076830
-77.074823,-12.085375
-78.959412,-8.086455
-77.080411,-12.079600
-77.082477,-12.076830
-77.086568,-12.086266
-77.089083,-12.082438
-77.070024,-12.060870
-76.987300,-12.157071
-77.099862,-12.077318
-77.101795,-12.077407
0.000000,0.000000
-77.096267,-12.078804
0.000000,0.000000
-77.031612,-12.082002
0.000000,0.000000
-77.041884,-12.081692
-77.031612,-12.082002
0.000000,0.000000
-77.028613,-12.080490
-77.031612,-12.082002
-77.037363,-12.082641
-77.027487,-12.088195
-77.035400,-12.082500
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
-77.033335,-12.084466
-77.034359,-12.077548
0.000000,0.000000
0.000000,0.000000
-77.039115,-12.089831
-77.038206,-12.075923
-77.028905,-12.077654
-77.031612,-12.082002
-77.034359,-12.077548
0.000000,0.000000
-77.042005,-12.089543
0.000000,0.000000
-77.037495,-12.089088
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
-77.028613,-12.080490
-77.037363,-12.082641
-77.028613,-12.080490
-77.029517,-12.089246
-77.047883,-12.088094
-71.226498,-14.272816
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
-76.972710,-12.099133
-76.970487,-12.101556
-76.982160,-12.125105
-77.005823,-12.146699
0.000000,0.000000
0.000000,0.000000
-77.006857,-12.135374
-76.955073,-12.133433
0.000000,0.000000
-76.991009,-12.142588
-76.972710,-12.099133
-76.998122,-12.129341
-76.970487,-12.101556
-77.001355,-12.128591
0.000000,0.000000
-77.016909,-12.136523
0.000000,0.000000
-76.955073,-12.133433
-77.001355,-12.128591
0.000000,0.000000
-77.006857,-12.135374
-77.005131,-12.136430
-76.974165,-12.126235
-76.965324,-12.115229
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
-76.973877,-12.112653
-76.982160,-12.125105
-76.976918,-12.120022
-76.986423,-12.164523
0.000000,0.000000
-76.972710,-12.099133
-76.991926,-12.135666
-76.968374,-12.106861
0.000000,0.000000
0.000000,0.000000
-76.976918,-12.120022
0.000000,0.000000
0.000000,0.000000
-76.972710,-12.099133
0.000000,0.000000
-76.993232,-12.113511
0.000000,0.000000
-76.969715,-12.097256
-76.976329,-12.105507
-76.971527,-12.099945
-76.970487,-12.101556
-76.989865,-12.140598
-76.985459,-12.141595
-77.004595,-12.142078
-76.969715,-12.097256
-76.976320,-12.100125
0.000000,0.000000
-77.006857,-12.135374
-76.972710,-12.099133
-76.973489,-12.127433
0.000000,0.000000
-76.972710,-12.099133
-77.007937,-12.134550
0.000000,0.000000
-76.982160,-12.125105
-76.970487,-12.101556
